"Class","Ticket","Date","Tree","FixVersion"
"MultipleAddresses.java","ZOOKEEPER-3698","2020-01-23 13:43","tree df910b5380cea98718ca5815060b865cf2d7ad24 ------","3.7.0"
"StandaloneServerAuditTest.java","ZOOKEEPER-3653","2019-12-19 09:51","tree 1d3abf9013cb99f134b5170d395acbc7b300a1f2 ------","3.6.0"
"AuditHelper.java","ZOOKEEPER-3653","2019-12-19 09:51","tree 1d3abf9013cb99f134b5170d395acbc7b300a1f2 ------","3.6.0"
"StandaloneServerAuditTest.java","ZOOKEEPER-3653","2019-12-19 09:51","tree 1d3abf9013cb99f134b5170d395acbc7b300a1f2 ------","3.7.0"
"AuditHelper.java","ZOOKEEPER-3653","2019-12-19 09:51","tree 1d3abf9013cb99f134b5170d395acbc7b300a1f2 ------","3.7.0"
"FastLeaderElection.java","ZOOKEEPER-3218","2019-01-18 03:42","tree 945f54da255f5dc1cbc25b36d958d6b50a1f018a ------","3.6.0"
"DataTreeTest.java","ZOOKEEPER-3125","2018-12-20 15:17","tree e45b36581e0b2f45c18dec3c179cb0e543c5d546 ------","3.6.0"
"DataTree.java","ZOOKEEPER-3125","2018-12-20 15:17","tree e45b36581e0b2f45c18dec3c179cb0e543c5d546 ------","3.6.0"
"FuzzySnapshotRelatedTest.java","ZOOKEEPER-3125","2018-09-12 13:29","tree cc3840187730b10ceb5df30f03f50558193ff35d ------","3.6.0"
"DataTreeTest.java","ZOOKEEPER-3125","2018-12-20 15:17","tree e45b36581e0b2f45c18dec3c179cb0e543c5d546 ------","3.5.5"
"DataTree.java","ZOOKEEPER-3125","2018-12-20 15:17","tree e45b36581e0b2f45c18dec3c179cb0e543c5d546 ------","3.5.5"
"FuzzySnapshotRelatedTest.java","ZOOKEEPER-3125","2018-09-12 13:29","tree cc3840187730b10ceb5df30f03f50558193ff35d ------","3.5.5"
"Leader.java","ZOOKEEPER-3117","2018-08-17 14:40","tree 43fd4db138c1e5d6636e00eaf00137ae9b47bc70 ------","3.6.0"
"LeaderBean.java","ZOOKEEPER-3117","2018-08-17 14:40","tree 43fd4db138c1e5d6636e00eaf00137ae9b47bc70 ------","3.6.0"
"LeaderBeanTest.java","ZOOKEEPER-3117","2018-08-17 14:40","tree 43fd4db138c1e5d6636e00eaf00137ae9b47bc70 ------","3.6.0"
"ZooKeeper.java","ZOOKEEPER-2804","2017-08-18 23:35","tree f1ff9f2c03f9268cb65c3348ae2db3e980fc4c0a ------","3.6.0"
"ACLTest.java","ZOOKEEPER-2804","2017-08-18 23:35","tree f1ff9f2c03f9268cb65c3348ae2db3e980fc4c0a ------","3.6.0"
"Zab1_0Test.java","ZOOKEEPER-2307","2019-12-17 13:48","tree 0acbc7af7b77c97975009921902848aed2c2d976 ------","3.6.0"
"QuorumPeer.java","ZOOKEEPER-2307","2019-12-17 13:48","tree 0acbc7af7b77c97975009921902848aed2c2d976 ------","3.6.0"
"EpochWriteFailureTest.java","ZOOKEEPER-2307","2019-12-17 13:48","tree 0acbc7af7b77c97975009921902848aed2c2d976 ------","3.6.0"
"Zab1_0Test.java","ZOOKEEPER-2307","2019-12-17 13:48","tree 0acbc7af7b77c97975009921902848aed2c2d976 ------","3.5.8"
"QuorumPeer.java","ZOOKEEPER-2307","2019-12-17 13:48","tree 0acbc7af7b77c97975009921902848aed2c2d976 ------","3.5.8"
"EpochWriteFailureTest.java","ZOOKEEPER-2307","2019-12-17 13:48","tree 0acbc7af7b77c97975009921902848aed2c2d976 ------","3.5.8"
"TxnLogToolkit.java","ZOOKEEPER-1823","2018-09-12 13:32","tree 0953366b2a09f3c61ba9a13419e907d36008221c ------","3.6.0"
"TxnLogToolkit.java","ZOOKEEPER-1823","2018-09-12 13:32","tree 0953366b2a09f3c61ba9a13419e907d36008221c ------","3.5.5"
"FileChangeWatcher.java","ZOOKEEPER-3739","2020-03-20 11:00","tree a6c869dc06ea066babbd3cdac55e9a02eae27a55 ------","3.7.0"
"FileChangeWatcher.java","ZOOKEEPER-3739","2020-03-20 11:00","tree a6c869dc06ea066babbd3cdac55e9a02eae27a55 ------","3.6.1"
"FileChangeWatcher.java","ZOOKEEPER-3739","2020-03-20 11:00","tree a6c869dc06ea066babbd3cdac55e9a02eae27a55 ------","3.5.8"
"PurgeTxnTest.java","ZOOKEEPER-3710","2020-01-31 12:01","tree 79c4a0fd2f5cf0aaba413b068e6dff52850f0d93 ------","3.7.0"
"SyncRequestProcessor.java","ZOOKEEPER-3656","2020-01-07 20:39","tree c81882ffedaf6c7d8f0902293b8555f864350a4b ------","3.7.0"
"ZooKeeper.java","ZOOKEEPER-3579","2020-04-16 12:50","tree 49c735dfbfd9e975ff82afea88695fc5388a1a5d ------","3.7.0"
"ClientCnxn.java","ZOOKEEPER-3579","2020-04-16 12:50","tree 49c735dfbfd9e975ff82afea88695fc5388a1a5d ------","3.7.0"
